lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta_re_flat,theta_im_flat,theta_re_f0_980,theta_im_f0_980,theta_re_f0_600,theta_im_f0_600,theta_re_f0_1370,theta_im_f0_1370,theta_re_f0_1500,theta_im_f0_1500,theta_re_f2_1270,theta_im_f2_1270,theta.1.1,theta.2.1,theta.1.2,theta.2.2,theta.1.3,theta.2.3,theta.1.4,theta.2.4,theta.1.5,theta.2.5,theta.1.6,theta.2.6,theta.1.7,theta.2.7
-8940.68,0.994563,0.0579575,6,63,0,2.1658,2.85983,2.04856,-0.393039,3.38784,0.656997,0.187315,-0.527022,0.806476,-0.721913,-1.76539,-1.8811,2.1658,2.85983,2.04856,-0.393039,3.38784,0.656997,0.187315,-0.527022,0.806476,-0.721913,1,0,-1.76539,-1.8811
-8941.98,0.987184,0.0579575,7,95,0,0.296054,1.20129,1.55496,-0.161781,3.80965,-0.120078,0.427979,-0.83169,1.0421,-0.691625,-1.54151,-2.22051,0.296054,1.20129,1.55496,-0.161781,3.80965,-0.120078,0.427979,-0.83169,1.0421,-0.691625,1,0,-1.54151,-2.22051
-8940.35,0.95789,0.0579575,5,31,0,-0.197318,1.39019,1.40899,-0.161001,3.69404,-0.285319,0.511086,-0.565852,1.00968,-0.791146,-1.50892,-2.09018,-0.197318,1.39019,1.40899,-0.161001,3.69404,-0.285319,0.511086,-0.565852,1.00968,-0.791146,1,0,-1.50892,-2.09018
-8940.06,0.969777,0.0579575,7,127,0,2.62296,1.20184,1.78504,-0.76801,3.64506,0.711996,0.462882,-0.0872707,0.903411,-0.731974,-1.72216,-1.80629,2.62296,1.20184,1.78504,-0.76801,3.64506,0.711996,0.462882,-0.0872707,0.903411,-0.731974,1,0,-1.72216,-1.80629
-8941.97,0.962694,0.0579575,6,63,0,-0.166064,4.12956,1.90683,0.315443,2.9429,-0.402987,-0.634802,-0.680335,1.03801,-0.572081,-1.76124,-2.05754,-0.166064,4.12956,1.90683,0.315443,2.9429,-0.402987,-0.634802,-0.680335,1.03801,-0.572081,1,0,-1.76124,-2.05754
-8940.21,0.850784,0.0579575,6,63,0,-0.425475,2.17243,1.64433,0.452553,3.37785,-0.182892,0.0141793,-0.669502,0.928509,-0.611814,-1.79026,-1.88858,-0.425475,2.17243,1.64433,0.452553,3.37785,-0.182892,0.0141793,-0.669502,0.928509,-0.611814,1,0,-1.79026,-1.88858
-8941.31,0.998935,0.0579575,6,63,0,1.56353,2.3316,1.82854,-0.0960504,2.98772,0.388819,0.392448,0.00270876,0.986461,-0.706108,-1.75071,-1.9608,1.56353,2.3316,1.82854,-0.0960504,2.98772,0.388819,0.392448,0.00270876,0.986461,-0.706108,1,0,-1.75071,-1.9608
-8941.85,0.941089,0.0579575,5,31,0,2.24509,2.67033,1.83215,-0.482532,3.28768,0.635525,-0.094743,-0.0113967,1.12602,-0.758013,-1.75406,-1.8667,2.24509,2.67033,1.83215,-0.482532,3.28768,0.635525,-0.094743,-0.0113967,1.12602,-0.758013,1,0,-1.75406,-1.8667
-8942.99,0.994788,0.0579575,6,63,0,1.27142,1.80224,1.5257,0.0506892,3.31229,0.391128,0.144936,-0.193806,1.0673,-0.599272,-1.8007,-1.76923,1.27142,1.80224,1.5257,0.0506892,3.31229,0.391128,0.144936,-0.193806,1.0673,-0.599272,1,0,-1.8007,-1.76923
-8947.27,0.675405,0.0579575,7,79,0,1.38709,4.97913,2.66336,-0.358933,2.23723,0.188054,-0.252615,-0.239246,0.943163,-0.59591,-1.69453,-1.84875,1.38709,4.97913,2.66336,-0.358933,2.23723,0.188054,-0.252615,-0.239246,0.943163,-0.59591,1,0,-1.69453,-1.84875
-8948.27,0.946458,0.0579575,2,3,0,1.41186,4.97682,2.64798,-0.33655,2.4997,0.180549,-0.221674,-0.248236,0.944596,-0.593558,-1.68703,-1.85358,1.41186,4.97682,2.64798,-0.33655,2.4997,0.180549,-0.221674,-0.248236,0.944596,-0.593558,1,0,-1.68703,-1.85358
-8944.04,0.966467,0.0579575,7,127,0,1.30614,0.565415,1.09713,0.17261,4.01489,0.418517,0.283907,-0.104923,1.08431,-0.777838,-1.80582,-1.85201,1.30614,0.565415,1.09713,0.17261,4.01489,0.418517,0.283907,-0.104923,1.08431,-0.777838,1,0,-1.80582,-1.85201
-8943.26,0.999399,0.0579575,7,127,0,3.35239,4.12753,2.48008,-0.700353,2.41615,0.648939,-0.266254,0.865943,1.1613,-0.692069,-1.79646,-1.75381,3.35239,4.12753,2.48008,-0.700353,2.41615,0.648939,-0.266254,0.865943,1.1613,-0.692069,1,0,-1.79646,-1.75381
-8940.49,0.957575,0.0579575,7,127,0,0.480367,2.74499,1.41914,0.353479,3.29877,0.162739,0.0742591,-0.575341,0.873961,-0.738118,-1.86688,-1.88427,0.480367,2.74499,1.41914,0.353479,3.29877,0.162739,0.0742591,-0.575341,0.873961,-0.738118,1,0,-1.86688,-1.88427
-8939.01,0.994963,0.0579575,5,31,0,0.635829,2.20165,1.70683,0.173979,3.62578,0.14113,0.0853593,-0.62959,0.918756,-0.745936,-1.83132,-1.91795,0.635829,2.20165,1.70683,0.173979,3.62578,0.14113,0.0853593,-0.62959,0.918756,-0.745936,1,0,-1.83132,-1.91795
-8939.27,0.963399,0.0579575,6,63,0,0.659089,1.46136,1.57843,-0.0832343,3.56396,0.154159,0.340618,-0.427955,0.954983,-0.796244,-1.67314,-1.92525,0.659089,1.46136,1.57843,-0.0832343,3.56396,0.154159,0.340618,-0.427955,0.954983,-0.796244,1,0,-1.67314,-1.92525
-8940.99,0.842819,0.0579575,7,75,0,1.45698,3.31696,1.98386,-0.082589,3.06398,0.36734,-0.187832,-0.454635,0.94855,-0.632551,-1.75174,-2.05003,1.45698,3.31696,1.98386,-0.082589,3.06398,0.36734,-0.187832,-0.454635,0.94855,-0.632551,1,0,-1.75174,-2.05003
-8939.74,0.776328,0.0579575,5,31,0,1.41027,3.33709,1.93771,-0.0327991,3.20785,0.314191,-0.172434,-0.445843,0.963483,-0.611595,-1.7532,-2.03327,1.41027,3.33709,1.93771,-0.0327991,3.20785,0.314191,-0.172434,-0.445843,0.963483,-0.611595,1,0,-1.7532,-2.03327
-8939.1,0.985193,0.0579575,6,63,0,0.830094,1.54787,1.69418,-0.410811,3.5236,-0.00629087,0.255595,-0.0833593,1.03456,-0.739438,-1.64485,-1.89785,0.830094,1.54787,1.69418,-0.410811,3.5236,-0.00629087,0.255595,-0.0833593,1.03456,-0.739438,1,0,-1.64485,-1.89785
-8939.49,0.78509,0.0579575,6,55,0,1.14755,2.12872,2.09445,-0.33173,3.34463,0.086311,0.178204,-0.0321951,1.09991,-0.67673,-1.69073,-1.93235,1.14755,2.12872,2.09445,-0.33173,3.34463,0.086311,0.178204,-0.0321951,1.09991,-0.67673,1,0,-1.69073,-1.93235
-8939,0.83168,0.0579575,6,63,0,1.09277,2.95543,1.7125,-0.19473,3.44323,0.158403,-0.0578851,-0.547218,0.832943,-0.741142,-1.73225,-1.93553,1.09277,2.95543,1.7125,-0.19473,3.44323,0.158403,-0.0578851,-0.547218,0.832943,-0.741142,1,0,-1.73225,-1.93553
-8938.95,0.969026,0.0579575,6,63,0,1.06934,-0.105949,1.31239,-0.0470991,4.01595,0.219959,0.428739,-0.116934,1.15064,-0.742988,-1.78167,-1.90867,1.06934,-0.105949,1.31239,-0.0470991,4.01595,0.219959,0.428739,-0.116934,1.15064,-0.742988,1,0,-1.78167,-1.90867
-8942.44,0.781844,0.0579575,6,47,0,1.17691,0.935488,1.23197,-0.209229,3.99706,0.585485,0.715862,-0.435356,0.86172,-0.91572,-1.66372,-1.98106,1.17691,0.935488,1.23197,-0.209229,3.99706,0.585485,0.715862,-0.435356,0.86172,-0.91572,1,0,-1.66372,-1.98106
-8941.43,0.848927,0.0579575,7,127,0,1.40429,1.8661,2.14337,-0.324608,3.18182,0.130351,0.407824,-0.0685671,1.02966,-0.810013,-1.73346,-1.87842,1.40429,1.8661,2.14337,-0.324608,3.18182,0.130351,0.407824,-0.0685671,1.02966,-0.810013,1,0,-1.73346,-1.87842
-8938.6,0.715848,0.0579575,7,127,0,1.38007,3.16475,2.21927,-0.0826719,2.958,0.342709,0.166951,-0.270053,0.877577,-0.718313,-1.78837,-1.81705,1.38007,3.16475,2.21927,-0.0826719,2.958,0.342709,0.166951,-0.270053,0.877577,-0.718313,1,0,-1.78837,-1.81705
-8939.72,0.998202,0.0579575,6,63,0,0.600142,-0.149107,1.05407,0.240413,4.11737,0.100866,0.365177,-0.402431,1.09605,-0.689563,-1.78404,-1.95728,0.600142,-0.149107,1.05407,0.240413,4.11737,0.100866,0.365177,-0.402431,1.09605,-0.689563,1,0,-1.78404,-1.95728
-8942.92,0.948892,0.0579575,6,63,0,1.25611,3.15837,2.12496,0.261694,2.59945,0.470872,0.401319,0.101637,1.01271,-0.829071,-1.8425,-1.75799,1.25611,3.15837,2.12496,0.261694,2.59945,0.470872,0.401319,0.101637,1.01271,-0.829071,1,0,-1.8425,-1.75799
-8942.15,0.83979,0.0579575,5,31,0,1.7251,3.14781,1.95254,0.127206,2.86825,0.402544,0.135264,0.137563,0.927136,-0.790896,-1.87615,-1.83709,1.7251,3.14781,1.95254,0.127206,2.86825,0.402544,0.135264,0.137563,0.927136,-0.790896,1,0,-1.87615,-1.83709
-8940.07,0.986032,0.0579575,6,63,0,1.66265,2.55011,2.06562,-0.538215,3.27901,0.177862,0.126954,-0.322744,0.922822,-0.688988,-1.7037,-1.97203,1.66265,2.55011,2.06562,-0.538215,3.27901,0.177862,0.126954,-0.322744,0.922822,-0.688988,1,0,-1.7037,-1.97203
-8942.86,0.986607,0.0579575,6,63,0,1.73268,4.15335,2.49592,-0.256353,2.32853,0.436455,0.284486,0.154214,1.02553,-0.831254,-1.75483,-1.89858,1.73268,4.15335,2.49592,-0.256353,2.32853,0.436455,0.284486,0.154214,1.02553,-0.831254,1,0,-1.75483,-1.89858
-8939.79,0.959051,0.0579575,7,95,0,1.46119,2.31385,1.83761,-0.586439,3.60693,0.369675,0.370808,-0.688362,0.798267,-0.748305,-1.5676,-1.95774,1.46119,2.31385,1.83761,-0.586439,3.60693,0.369675,0.370808,-0.688362,0.798267,-0.748305,1,0,-1.5676,-1.95774
-8940.41,0.771555,0.0579575,6,63,0,1.76542,3.42106,2.1475,-0.437905,2.95892,0.547305,0.134858,-0.108774,1.02335,-0.761781,-1.69326,-1.97363,1.76542,3.42106,2.1475,-0.437905,2.95892,0.547305,0.134858,-0.108774,1.02335,-0.761781,1,0,-1.69326,-1.97363
-8940.44,0.99883,0.0579575,6,63,0,1.67666,2.24798,1.50538,-0.117175,3.23959,0.300648,0.25317,-0.332837,0.892563,-0.690004,-1.70892,-1.96145,1.67666,2.24798,1.50538,-0.117175,3.23959,0.300648,0.25317,-0.332837,0.892563,-0.690004,1,0,-1.70892,-1.96145
-8941.2,0.985237,0.0579575,6,63,0,0.88401,4.14389,1.98853,-0.152253,2.79124,0.0578833,-0.345355,-0.199739,0.893851,-0.584547,-1.75244,-1.84949,0.88401,4.14389,1.98853,-0.152253,2.79124,0.0578833,-0.345355,-0.199739,0.893851,-0.584547,1,0,-1.75244,-1.84949
-8940.35,0.920502,0.0579575,7,127,0,1.82518,2.26422,1.85721,-0.47189,3.59924,0.297462,0.144186,-0.37325,0.91135,-0.728818,-1.69637,-1.93245,1.82518,2.26422,1.85721,-0.47189,3.59924,0.297462,0.144186,-0.37325,0.91135,-0.728818,1,0,-1.69637,-1.93245
-8943.39,0.965489,0.0579575,7,127,0,2.98292,4.81772,2.40297,-0.430559,2.6026,0.540602,-0.558063,0.0317016,1.01972,-0.574228,-1.75095,-1.9429,2.98292,4.81772,2.40297,-0.430559,2.6026,0.540602,-0.558063,0.0317016,1.01972,-0.574228,1,0,-1.75095,-1.9429
-8946.62,0.929759,0.0579575,6,63,0,3.11608,4.85361,2.70458,-0.625769,2.80715,0.645231,-0.583536,-0.135372,0.942887,-0.593164,-1.77977,-1.86817,3.11608,4.85361,2.70458,-0.625769,2.80715,0.645231,-0.583536,-0.135372,0.942887,-0.593164,1,0,-1.77977,-1.86817
-8939.6,0.926737,0.0579575,7,115,0,2.72511,3.79612,2.14751,-0.846809,2.82842,0.477759,-0.330286,0.134723,1.0382,-0.569475,-1.60211,-1.92587,2.72511,3.79612,2.14751,-0.846809,2.82842,0.477759,-0.330286,0.134723,1.0382,-0.569475,1,0,-1.60211,-1.92587
-8940.37,0.964538,0.0579575,5,31,0,2.96107,3.58953,2.34399,-0.730576,2.90092,0.625032,-0.296416,-0.0619639,1.08359,-0.568594,-1.67371,-1.93512,2.96107,3.58953,2.34399,-0.730576,2.90092,0.625032,-0.296416,-0.0619639,1.08359,-0.568594,1,0,-1.67371,-1.93512
-8943.02,0.971601,0.0579575,7,95,0,4.15368,1.49672,1.83198,-1.26672,3.67867,1.17011,0.356052,0.0820881,1.02327,-0.779083,-1.5892,-1.90136,4.15368,1.49672,1.83198,-1.26672,3.67867,1.17011,0.356052,0.0820881,1.02327,-0.779083,1,0,-1.5892,-1.90136
-8944.47,0.958557,0.0579575,7,127,0,3.4112,2.44748,1.94087,-0.681636,2.87154,0.695981,0.0563491,0.489992,1.23205,-0.73227,-1.69845,-1.9268,3.4112,2.44748,1.94087,-0.681636,2.87154,0.695981,0.0563491,0.489992,1.23205,-0.73227,1,0,-1.69845,-1.9268
-8942.13,0.927762,0.0579575,5,31,0,2.40291,2.42989,2.0961,-0.712415,3.21001,0.588732,0.261566,0.37969,1.09593,-0.77338,-1.71031,-1.87545,2.40291,2.42989,2.0961,-0.712415,3.21001,0.588732,0.261566,0.37969,1.09593,-0.77338,1,0,-1.71031,-1.87545
-8943.7,0.992988,0.0579575,7,115,0,3.93313,4.25369,2.52391,-0.778035,2.63738,0.895147,-0.220267,0.168956,0.988602,-0.618145,-1.72724,-1.85772,3.93313,4.25369,2.52391,-0.778035,2.63738,0.895147,-0.220267,0.168956,0.988602,-0.618145,1,0,-1.72724,-1.85772
-8939.96,0.979167,0.0579575,7,127,0,2.02583,1.62606,2.03118,-0.593011,3.36712,0.493534,0.341815,0.106907,1.01992,-0.758302,-1.73094,-1.8619,2.02583,1.62606,2.03118,-0.593011,3.36712,0.493534,0.341815,0.106907,1.01992,-0.758302,1,0,-1.73094,-1.8619
-8941.74,0.876006,0.0579575,6,63,0,2.09578,1.87451,2.08239,-0.744223,3.43378,0.409444,0.46613,0.0273185,0.990872,-0.740467,-1.68268,-1.84473,2.09578,1.87451,2.08239,-0.744223,3.43378,0.409444,0.46613,0.0273185,0.990872,-0.740467,1,0,-1.68268,-1.84473
-8941.33,0.747436,0.0579575,5,31,0,0.849057,1.6583,1.85259,-0.375917,3.43089,0.201282,0.535521,-0.120773,1.02892,-0.808413,-1.69864,-1.82568,0.849057,1.6583,1.85259,-0.375917,3.43089,0.201282,0.535521,-0.120773,1.02892,-0.808413,1,0,-1.69864,-1.82568
-8941.23,0.936239,0.0579575,5,31,0,1.11228,2.04081,2.05219,-0.405406,3.26364,-0.044486,0.416353,-0.201977,0.999774,-0.759057,-1.63771,-1.96396,1.11228,2.04081,2.05219,-0.405406,3.26364,-0.044486,0.416353,-0.201977,0.999774,-0.759057,1,0,-1.63771,-1.96396
-8943.23,0.771192,0.0579575,7,95,0,1.45931,3.6888,1.80095,-0.0272393,3.20913,0.391823,-0.497252,-0.357157,0.995088,-0.563854,-1.78956,-1.94162,1.45931,3.6888,1.80095,-0.0272393,3.20913,0.391823,-0.497252,-0.357157,0.995088,-0.563854,1,0,-1.78956,-1.94162
-8945.83,0.9255,0.0579575,6,47,0,1.78972,4.25633,2.28387,-0.117655,2.74379,0.628109,0.00624074,-0.0207467,0.971233,-0.728286,-1.79087,-1.87892,1.78972,4.25633,2.28387,-0.117655,2.74379,0.628109,0.00624074,-0.0207467,0.971233,-0.728286,1,0,-1.79087,-1.87892
-8942.15,0.974386,0.0579575,6,63,0,2.27165,4.23822,2.24794,-0.0360279,2.47675,0.541967,-0.117873,-0.00510183,1.00799,-0.737757,-1.8453,-1.8457,2.27165,4.23822,2.24794,-0.0360279,2.47675,0.541967,-0.117873,-0.00510183,1.00799,-0.737757,1,0,-1.8453,-1.8457
-8943.58,0.957713,0.0579575,6,63,0,2.67554,2.63899,2.2105,-1.02873,3.28883,0.559018,0.232516,0.0558086,0.950848,-0.738716,-1.60607,-1.78871,2.67554,2.63899,2.2105,-1.02873,3.28883,0.559018,0.232516,0.0558086,0.950848,-0.738716,1,0,-1.60607,-1.78871
-8943.16,0.87086,0.0579575,6,63,0,2.46732,1.51705,1.46612,-0.649729,3.61899,0.807941,0.345243,-0.435923,1.0168,-0.669338,-1.55655,-2.061,2.46732,1.51705,1.46612,-0.649729,3.61899,0.807941,0.345243,-0.435923,1.0168,-0.669338,1,0,-1.55655,-2.061
-8940.18,0.973564,0.0579575,7,127,0,2.13975,3.16557,2.26767,-0.690324,3.0037,0.324031,-0.24834,0.0655101,1.04591,-0.684553,-1.65622,-1.91611,2.13975,3.16557,2.26767,-0.690324,3.0037,0.324031,-0.24834,0.0655101,1.04591,-0.684553,1,0,-1.65622,-1.91611
-8940.19,0.676112,0.0579575,4,11,0,2.18116,3.1002,2.19221,-0.741281,3.05598,0.310504,-0.271762,0.0615254,1.03856,-0.685702,-1.65117,-1.90032,2.18116,3.1002,2.19221,-0.741281,3.05598,0.310504,-0.271762,0.0615254,1.03856,-0.685702,1,0,-1.65117,-1.90032
-8940.38,0.89358,0.0579575,7,95,0,1.32625,2.11751,1.74573,-0.0656833,3.33802,0.467782,0.45744,-0.510886,0.939666,-0.717161,-1.80113,-1.93715,1.32625,2.11751,1.74573,-0.0656833,3.33802,0.467782,0.45744,-0.510886,0.939666,-0.717161,1,0,-1.80113,-1.93715
-8939.85,0.940288,0.0579575,7,95,0,0.673944,3.03209,1.71937,-0.211832,3.25408,-0.0421991,-0.0836832,-0.550455,0.787643,-0.719273,-1.70482,-1.91699,0.673944,3.03209,1.71937,-0.211832,3.25408,-0.0421991,-0.0836832,-0.550455,0.787643,-0.719273,1,0,-1.70482,-1.91699
-8939.49,0.981878,0.0579575,6,63,0,0.358506,0.764575,1.36589,0.208627,3.93935,-0.00141535,0.320429,-0.607713,1.00119,-0.717236,-1.74735,-2.0568,0.358506,0.764575,1.36589,0.208627,3.93935,-0.00141535,0.320429,-0.607713,1.00119,-0.717236,1,0,-1.74735,-2.0568
-8938.5,0.89942,0.0579575,7,127,0,1.27232,1.68039,1.49887,-0.205609,3.54788,0.195744,0.0537113,-0.151459,1.06219,-0.760715,-1.77493,-1.84733,1.27232,1.68039,1.49887,-0.205609,3.54788,0.195744,0.0537113,-0.151459,1.06219,-0.760715,1,0,-1.77493,-1.84733
-8940.72,0.966515,0.0579575,6,63,0,1.76098,1.51781,1.78774,-0.294443,3.65998,0.338443,-0.0914038,-0.230443,1.14785,-0.572277,-1.80187,-1.93976,1.76098,1.51781,1.78774,-0.294443,3.65998,0.338443,-0.0914038,-0.230443,1.14785,-0.572277,1,0,-1.80187,-1.93976
-8941.57,0.85456,0.0579575,6,63,0,1.62682,2.97533,1.46134,-0.120667,3.04144,0.254487,-0.420336,0.0300581,1.06649,-0.578471,-1.78231,-1.80609,1.62682,2.97533,1.46134,-0.120667,3.04144,0.254487,-0.420336,0.0300581,1.06649,-0.578471,1,0,-1.78231,-1.80609
-8938.43,0.983527,0.0579575,6,63,0,1.66,2.77049,1.91523,-0.355374,3.2814,0.128185,-0.25443,-0.346243,0.980164,-0.525057,-1.69089,-1.98144,1.66,2.77049,1.91523,-0.355374,3.2814,0.128185,-0.25443,-0.346243,0.980164,-0.525057,1,0,-1.69089,-1.98144
-8944.11,0.887395,0.0579575,5,31,0,1.71915,2.08165,1.77524,-0.469607,3.72897,0.191994,-0.343986,-0.549995,1.06288,-0.454144,-1.69737,-1.93,1.71915,2.08165,1.77524,-0.469607,3.72897,0.191994,-0.343986,-0.549995,1.06288,-0.454144,1,0,-1.69737,-1.93
-8943.93,0.960957,0.0579575,6,63,0,2.22615,3.59368,1.45637,0.0165242,2.80481,0.714889,-0.229346,-0.245633,0.876646,-0.604826,-1.86826,-1.84928,2.22615,3.59368,1.45637,0.0165242,2.80481,0.714889,-0.229346,-0.245633,0.876646,-0.604826,1,0,-1.86826,-1.84928
-8941.86,0.970096,0.0579575,5,31,0,2.73029,3.51787,2.08482,-0.45259,3.12746,0.82899,-0.253059,-0.472446,0.889244,-0.620631,-1.81164,-1.94393,2.73029,3.51787,2.08482,-0.45259,3.12746,0.82899,-0.253059,-0.472446,0.889244,-0.620631,1,0,-1.81164,-1.94393
-8940.64,0.944485,0.0579575,6,63,0,2.10805,3.40256,2.01895,-0.45852,3.07138,0.498658,-0.098588,-0.520877,0.789896,-0.614095,-1.67549,-1.94122,2.10805,3.40256,2.01895,-0.45852,3.07138,0.498658,-0.098588,-0.520877,0.789896,-0.614095,1,0,-1.67549,-1.94122
-8941.17,0.986875,0.0579575,6,63,0,0.265897,1.56648,1.39774,0.536588,3.4129,-0.130686,0.187447,-0.152312,1.11613,-0.797969,-1.78042,-1.97076,0.265897,1.56648,1.39774,0.536588,3.4129,-0.130686,0.187447,-0.152312,1.11613,-0.797969,1,0,-1.78042,-1.97076
-8940.47,1,0.0579575,6,63,0,0.729186,4.21775,2.27929,0.162224,2.74362,-0.0390666,-0.502156,-0.552426,0.869817,-0.513818,-1.83182,-1.81196,0.729186,4.21775,2.27929,0.162224,2.74362,-0.0390666,-0.502156,-0.552426,0.869817,-0.513818,1,0,-1.83182,-1.81196
-8938.6,0.96698,0.0579575,6,63,0,1.25889,2.21438,1.85866,0.343057,3.0519,0.300409,0.185907,0.0233324,1.07389,-0.758326,-1.89554,-1.86979,1.25889,2.21438,1.85866,0.343057,3.0519,0.300409,0.185907,0.0233324,1.07389,-0.758326,1,0,-1.89554,-1.86979
-8939.6,0.892007,0.0579575,5,31,0,0.781442,2.00575,1.5273,0.284688,3.26527,0.147345,0.0224616,-0.156085,1.05183,-0.778817,-1.87846,-1.77216,0.781442,2.00575,1.5273,0.284688,3.26527,0.147345,0.0224616,-0.156085,1.05183,-0.778817,1,0,-1.87846,-1.77216
-8941.55,0.917342,0.0579575,7,127,0,2.32707,4.52597,2.49546,-0.530684,2.8087,0.574536,-0.248894,-0.504112,0.858186,-0.639396,-1.71336,-1.91885,2.32707,4.52597,2.49546,-0.530684,2.8087,0.574536,-0.248894,-0.504112,0.858186,-0.639396,1,0,-1.71336,-1.91885
-8942.52,0.996584,0.0579575,7,127,0,2.17628,3.54106,2.05584,-0.594614,3.21232,0.30793,-0.307004,-0.272367,0.843087,-0.559941,-1.60978,-2.00743,2.17628,3.54106,2.05584,-0.594614,3.21232,0.30793,-0.307004,-0.272367,0.843087,-0.559941,1,0,-1.60978,-2.00743
-8944.74,0.901876,0.0579575,6,63,0,1.75568,4.66924,2.21719,-0.441403,2.95042,0.510218,-0.299317,-0.834585,0.84684,-0.61815,-1.5935,-2.08687,1.75568,4.66924,2.21719,-0.441403,2.95042,0.510218,-0.299317,-0.834585,0.84684,-0.61815,1,0,-1.5935,-2.08687
-8945.08,0.936099,0.0579575,6,63,0,0.418449,3.2647,2.04874,-0.779051,3.40619,-0.0122305,0.265591,-0.881099,0.723547,-0.729173,-1.42846,-2.01499,0.418449,3.2647,2.04874,-0.779051,3.40619,-0.0122305,0.265591,-0.881099,0.723547,-0.729173,1,0,-1.42846,-2.01499
-8944.04,0.987283,0.0579575,5,31,0,1.5804,3.32943,1.88866,-0.670952,3.2275,0.341896,0.273468,-0.716333,0.752655,-0.745072,-1.57529,-2.10547,1.5804,3.32943,1.88866,-0.670952,3.2275,0.341896,0.273468,-0.716333,0.752655,-0.745072,1,0,-1.57529,-2.10547
-8944.39,0.993968,0.0579575,7,127,0,1.33551,-0.491636,1.00044,-0.590358,4.47765,0.185673,0.378587,-0.440718,1.14972,-0.76332,-1.62614,-2.01819,1.33551,-0.491636,1.00044,-0.590358,4.47765,0.185673,0.378587,-0.440718,1.14972,-0.76332,1,0,-1.62614,-2.01819
-8945.74,0.996041,0.0579575,5,31,0,1.51584,-0.847651,1.07167,-0.398776,4.62779,0.289631,0.29436,-0.212551,1.15336,-0.718851,-1.62293,-1.96999,1.51584,-0.847651,1.07167,-0.398776,4.62779,0.289631,0.29436,-0.212551,1.15336,-0.718851,1,0,-1.62293,-1.96999
-8944.04,0.801672,0.0579575,6,63,0,1.16584,1.96978,1.73921,-0.596246,3.59711,0.386547,0.687226,-0.723169,0.798353,-0.899004,-1.45132,-2.10087,1.16584,1.96978,1.73921,-0.596246,3.59711,0.386547,0.687226,-0.723169,0.798353,-0.899004,1,0,-1.45132,-2.10087
-8937.71,0.998999,0.0579575,5,31,0,1.80794,1.51632,1.60354,-0.600009,3.84593,0.534621,0.299043,-0.551098,0.963362,-0.687763,-1.63132,-2.01373,1.80794,1.51632,1.60354,-0.600009,3.84593,0.534621,0.299043,-0.551098,0.963362,-0.687763,1,0,-1.63132,-2.01373
-8938.52,0.975187,0.0579575,7,127,0,1.12784,4.07206,1.88997,-0.112117,2.96268,0.154758,-0.350877,-0.405224,0.853252,-0.641891,-1.72578,-1.92583,1.12784,4.07206,1.88997,-0.112117,2.96268,0.154758,-0.350877,-0.405224,0.853252,-0.641891,1,0,-1.72578,-1.92583
-8941.06,0.922974,0.0579575,5,31,0,0.431475,4.21351,2.45117,-0.397412,2.9359,-0.109116,-0.282928,-0.543529,0.872145,-0.695189,-1.66516,-1.91634,0.431475,4.21351,2.45117,-0.397412,2.9359,-0.109116,-0.282928,-0.543529,0.872145,-0.695189,1,0,-1.66516,-1.91634
-8945.61,0.999931,0.0579575,5,31,0,1.05924,4.80522,1.98316,0.200307,2.63328,0.0347696,-0.574728,-0.654133,0.929843,-0.396345,-1.71735,-2.06323,1.05924,4.80522,1.98316,0.200307,2.63328,0.0347696,-0.574728,-0.654133,0.929843,-0.396345,1,0,-1.71735,-2.06323
-8942.6,0.971095,0.0579575,6,63,0,0.516603,2.76101,1.89095,0.439986,2.85097,0.0549305,0.334476,0.00526049,0.920173,-0.741143,-1.86342,-1.77673,0.516603,2.76101,1.89095,0.439986,2.85097,0.0549305,0.334476,0.00526049,0.920173,-0.741143,1,0,-1.86342,-1.77673
-8942.46,0.643872,0.0579575,6,63,0,1.36051,2.51201,2.09098,-0.283864,3.45245,0.094779,-0.144314,-0.206611,1.10514,-0.800485,-1.7464,-2.01427,1.36051,2.51201,2.09098,-0.283864,3.45245,0.094779,-0.144314,-0.206611,1.10514,-0.800485,1,0,-1.7464,-2.01427
-8945.2,0.97429,0.0579575,7,95,0,2.02022,-0.2528,1.03994,-0.882337,4.27533,0.716774,0.928815,-0.418194,1.09887,-0.873357,-1.46398,-2.16381,2.02022,-0.2528,1.03994,-0.882337,4.27533,0.716774,0.928815,-0.418194,1.09887,-0.873357,1,0,-1.46398,-2.16381
-8942.27,0.872095,0.0579575,4,15,0,2.15761,-0.583444,1.15038,-0.834301,4.33894,0.588273,1.00012,-0.30999,1.0728,-0.878874,-1.45945,-2.1536,2.15761,-0.583444,1.15038,-0.834301,4.33894,0.588273,1.00012,-0.30999,1.0728,-0.878874,1,0,-1.45945,-2.1536
-8945.6,0.920771,0.0579575,5,31,0,1.62933,-0.78512,0.76055,-0.407701,4.36634,0.46394,0.868522,-0.343204,1.13738,-0.81559,-1.42656,-2.14256,1.62933,-0.78512,0.76055,-0.407701,4.36634,0.46394,0.868522,-0.343204,1.13738,-0.81559,1,0,-1.42656,-2.14256
